pass	file	line	func	callee	literal	snippet
A	src/frontend/options.c	311	p_usrset	eq	nginfo	eq(var->va_name, "nginfo")
A	src/frontend/options.c	313	p_usrset	eq	noinit	eq(var->va_name, "noinit")
A	src/frontend/options.c	315	p_usrset	eq	norefvalue	eq(var->va_name, "norefvalue")
A	src/frontend/options.c	317	p_usrset	eq	list	eq(var->va_name, "list")
A	src/frontend/options.c	319	p_usrset	eq	nopage	eq(var->va_name, "nopage")
A	src/frontend/options.c	321	p_usrset	eq	nomod	eq(var->va_name, "nomod")
A	src/frontend/options.c	323	p_usrset	eq	node	eq(var->va_name, "node")
A	src/frontend/options.c	325	p_usrset	eq	opts	eq(var->va_name, "opts")
A	src/frontend/options.c	327	p_usrset	eq	strictnumparse	eq(var->va_name, "strictnumparse")
A	src/frontend/options.c	329	p_usrset	eq	strict_errorhandling	eq(var->va_name, "strict_errorhandling")
A	src/frontend/options.c	336	p_usrset	eq	rawfileprec	eq(var->va_name, "rawfileprec")
A	src/frontend/options.c	346	p_usrset	eq	measureprec	eq(var->va_name, "measureprec")
A	src/frontend/options.c	355	p_usrset	eq	numdgt	eq(var->va_name, "numdgt")
A	src/frontend/options.c	364	p_usrset	eq	unixcom	eq(var->va_name, "unixcom")
A	src/frontend/options.c	373	p_usrset	eq	units	eq(var->va_name, "units")
A	src/frontend/options.c	378	p_usrset	eq	curplot	eq(var->va_name, "curplot")
A	src/frontend/options.c	384	p_usrset	eq	curplotname	eq(var->va_name, "curplotname")
A	src/frontend/options.c	386	p_usrset	eq	constants	eq(plot_cur->pl_name, "constants")
A	src/frontend/options.c	393	p_usrset	eq	curplottitle	eq(var->va_name, "curplottitle")
A	src/frontend/options.c	402	p_usrset	eq	curplotdate	eq(var->va_name, "curplotdate")
A	src/frontend/options.c	410	p_usrset	eq	plots	eq(var->va_name, "plots")
A	src/frontend/options.c	471	etdb	eq	siminterface	eq(str, "siminterface")
A	src/frontend/options.c	473	etdb	eq	cshpar	eq(str, "cshpar")
A	src/frontend/options.c	475	etdb	eq	parser	eq(str, "parser")
A	src/frontend/options.c	477	etdb	eq	eval	eq(str, "eval")
A	src/frontend/options.c	479	etdb	eq	vecdb	eq(str, "vecdb")
A	src/frontend/options.c	481	etdb	eq	graf	eq(str, "graf")
A	src/frontend/options.c	483	etdb	eq	control	eq(str, "control")
A	src/frontend/options.c	485	etdb	eq	async	eq(str, "async")
A	src/frontend/options.c	487	etdb	eq	shvecsearch	eq(str, "shvecsearch")
A	src/frontend/outitf.c	307	eginPlot	eq	time	eq(refName, "time")
A	src/frontend/outitf.c	307	eginPlot	eq	speedcheck	eq(saves[i].name, "speedcheck")
A	src/frontend/outitf.c	313	eginPlot	eq	time	eq(refName, "time")
A	src/frontend/outitf.c	313	eginPlot	eq	deltacheck	eq(saves[i].name, "deltacheck")
A	src/frontend/outitf.c	329	eginPlot	strstr	#branch	strstr(dataNames[i], "#branch")
A	src/frontend/outitf.c	331	eginPlot	strstr	probe_int_	strstr(dataNames[i], "probe_int_")
A	src/frontend/outitf.c	333	eginPlot	strstr	#internal	strstr(dataNames[i], "#internal")
A	src/frontend/outitf.c	334	eginPlot	strstr	#source	strstr(dataNames[i], "#source")
A	src/frontend/outitf.c	335	eginPlot	strstr	#drain	strstr(dataNames[i], "#drain")
A	src/frontend/outitf.c	336	eginPlot	strstr	#collector	strstr(dataNames[i], "#collector")
A	src/frontend/outitf.c	338	eginPlot	strstr	#emitter	strstr(dataNames[i], "#emitter")
A	src/frontend/outitf.c	339	eginPlot	strstr	#base	strstr(dataNames[i], "#base")
A	src/frontend/outitf.c	344	eginPlot	eq	time	eq(refName, "time")
A	src/frontend/outitf.c	357	eginPlot	strstr	#internal	strstr(dataNames[i], "#internal")
A	src/frontend/outitf.c	358	eginPlot	strstr	#source	strstr(dataNames[i], "#source")
A	src/frontend/outitf.c	359	eginPlot	strstr	#drain	strstr(dataNames[i], "#drain")
A	src/frontend/outitf.c	360	eginPlot	strstr	#collector	strstr(dataNames[i], "#collector")
A	src/frontend/outitf.c	362	eginPlot	strstr	#emitter	strstr(dataNames[i], "#emitter")
A	src/frontend/outitf.c	363	eginPlot	strstr	#base	strstr(dataNames[i], "#base")
A	src/frontend/outitf.c	370	eginPlot	strstr	#collector	strstr(ch, "#collector")
A	src/frontend/outitf.c	374	eginPlot	strstr	#base	strstr(ch, "#base")
A	src/frontend/outitf.c	376	eginPlot	strstr	#emitter	strstr(ch, "#emitter")
A	src/frontend/outitf.c	381	eginPlot	strstr	#drain	strstr(ch, "#drain")
A	src/frontend/outitf.c	386	eginPlot	strstr	#source	strstr(ch, "#source")
A	src/frontend/outitf.c	391	eginPlot	strstr	#internal	strstr(ch, "#internal")
A	src/frontend/outitf.c	616	UTpD_memory	eq	speedcheck	eq(d->name, "speedcheck")
A	src/frontend/outitf.c	622	UTpD_memory	eq	deltacheck	eq(d->name, "deltacheck")
A	src/frontend/outitf.c	730	UTpData	eq	speedcheck	eq(run->data[i].name, "speedcheck")
A	src/frontend/outitf.c	736	UTpData	eq	deltacheck	eq(run->data[i].name, "deltacheck")
A	src/frontend/outitf.c	978	uess_type	strstr	:power\0	strstr(name, ":power\0")
A	src/frontend/outitf.c	1032	ileInit_pass2	strstr	#branch	strstr(name, "#branch")
A	src/frontend/parse.c	105	ft_getpnames_quotes	strstr	v(	strstr(sz, "v(")
A	src/frontend/parse.c	105	ft_getpnames_quotes	strstr	i(	strstr(sz, "i(")
A	src/frontend/parse.c	214	ft_getpnames_quotes	strstr	v(\"	strstr(tmpnode->pn_name, "v(\"")
A	src/frontend/parse.c	214	ft_getpnames_quotes	strstr	i(\"	strstr(tmpnode->pn_name, "i(\"")
A	src/frontend/parse.c	252	heckvalid	eq	list	eq(pn->pn_value->v_name, "list")
A	src/frontend/parse.c	253	heckvalid	eq	all	eq(pn->pn_value->v_name, "all")
A	src/frontend/parse.c	912	PPlex	prefix	i(v	prefix("i(v", sbuf)
A	src/frontend/plotting/gnuplot.c	149	has_contour_data	eq	y	eq(v->v_name, "y")
A	src/frontend/plotting/gnuplot.c	153	has_contour_data	eq	x	eq(v->v_name, "x")
A	src/frontend/plotting/gnuplot.c	195	write_contour_data	eq	y	eq(v->v_name, "y")
A	src/frontend/plotting/gnuplot.c	199	write_contour_data	eq	x	eq(v->v_name, "x")
A	src/frontend/plotting/graf.c	697	gr_pmsg	strcmp	/dev/tty	strcmp("/dev/tty", buf)
A	src/frontend/plotting/grid.c	142	r_redrawgrid	eq	postscript	eq(dispdev->name, "postscript")
A	src/frontend/plotting/grid.c	148	r_redrawgrid	eq	svg	eq(dispdev->name, "svg")
A	src/frontend/plotting/grid.c	230	r_redrawgrid	eq	postscript	eq(dispdev->name, "postscript")
A	src/frontend/plotting/grid.c	241	r_redrawgrid	eq	svg	eq(dispdev->name, "svg")
A	src/frontend/plotting/grid.c	252	r_redrawgrid	eq	svg	eq(dispdev->name, "svg")
A	src/frontend/plotting/grid.c	330	r_redrawgrid	eq	postscript	eq(dispdev->name, "postscript")
A	src/frontend/plotting/grid.c	330	r_redrawgrid	eq	svg	eq(dispdev->name, "svg")
A	src/frontend/plotting/plotit.c	565	plotit	eq	lingrid	eq(buf, "lingrid")
A	src/frontend/plotting/plotit.c	568	plotit	eq	loglog	eq(buf, "loglog")
A	src/frontend/plotting/plotit.c	571	plotit	eq	xlog	eq(buf, "xlog")
A	src/frontend/plotting/plotit.c	574	plotit	eq	ylog	eq(buf, "ylog")
A	src/frontend/plotting/plotit.c	577	plotit	eq	smith	eq(buf, "smith")
A	src/frontend/plotting/plotit.c	580	plotit	eq	smithgrid	eq(buf, "smithgrid")
A	src/frontend/plotting/plotit.c	583	plotit	eq	polar	eq(buf, "polar")
A	src/frontend/plotting/plotit.c	586	plotit	eq	nogrid	eq(buf, "nogrid")
A	src/frontend/plotting/plotit.c	662	plotit	eq	linplot	eq(buf, "linplot")
A	src/frontend/plotting/plotit.c	665	plotit	eq	retraceplot	eq(buf, "retraceplot")
A	src/frontend/plotting/plotit.c	668	plotit	eq	combplot	eq(buf, "combplot")
A	src/frontend/plotting/plotit.c	671	plotit	eq	pointplot	eq(buf, "pointplot")
A	src/frontend/plotting/plotit.c	805	plotit	eq	vs	eq(pn_value->v_name, "vs")
A	src/frontend/plotting/plotit.c	973	plotit	strcmp	temp-sweep	strcmp(vecs->v_scale->v_name, "temp-sweep")
A	src/frontend/plotting/plotit.c	976	plotit	strcmp	res-sweep	strcmp(vecs->v_scale->v_name, "res-sweep")
A	src/frontend/plotting/plotit.c	979	plotit	strcmp	i-sweep	strcmp(vecs->v_scale->v_name, "i-sweep")
A	src/frontend/plotting/plotit.c	1151	plotit	eq	lpr	eq(devname, "lpr")
A	src/frontend/plotting/plotit.c	1218	plotit	eq	gnuplot	eq(devname, "gnuplot")
A	src/frontend/plotting/plotit.c	1232	plotit	eq	writesimple	eq(devname, "writesimple")
A	src/frontend/plotting/plotit.c	1243	plotit	eq	pyplot	eq(devname, "pyplot")
A	src/frontend/plotting/plotit.c	1258	plotit	eq	blt	eq(devname, "blt")
A	src/frontend/postcoms.c	141	om_print	eq	col	eq(wl->wl_word, "col")
A	src/frontend/postcoms.c	145	om_print	eq	line	eq(wl->wl_word, "line")
A	src/frontend/postcoms.c	349	om_print	eq	frequency	eq(v->v_name, "frequency")
A	src/frontend/postcoms.c	390	om_print	eq	frequency	eq(v->v_name, "frequency")
A	src/frontend/postcoms.c	452	om_sndprint	eq	col	eq(wl->wl_word, "col")
A	src/frontend/postcoms.c	455	om_sndprint	eq	line	eq(wl->wl_word, "line")
A	src/frontend/postcoms.c	591	om_write	eq	binary	eq(buf, "binary")
A	src/frontend/postcoms.c	593	om_write	eq	ascii	eq(buf, "ascii")
A	src/frontend/postcoms.c	1030	com_destroy	eq	all	eq(wl->wl_word, "all")
A	src/frontend/postcoms.c	1034	com_destroy	eq	const	eq(pl->pl_typename, "const")
A	src/frontend/postcoms.c	1067	killplot	eq	const	eq(pl->pl_typename, "const")
A	src/frontend/rawfile.c	168	raw_write	strstr	#branch	strstr(v->v_name, "#branch")
A	src/frontend/resource.c	88	om_rusage	eq	everything	eq(wl->wl_word, "everything")
A	src/frontend/resource.c	88	om_rusage	eq	all	eq(wl->wl_word, "all")
A	src/frontend/resource.c	156	rintres	eq	totalcputime	eq(name, "totalcputime")
A	src/frontend/resource.c	156	rintres	eq	cputime	eq(name, "cputime")
A	src/frontend/resource.c	195	rintres	eq	totalcputime	eq(name, "totalcputime")
A	src/frontend/resource.c	200	rintres	eq	cputime	eq(name, "cputime")
A	src/frontend/resource.c	219	rintres	eq	totalcputime	eq(name, "totalcputime")
A	src/frontend/resource.c	221	rintres	eq	cputime	eq(name, "cputime")
A	src/frontend/resource.c	228	rintres	eq	space	eq(name, "space")
A	src/frontend/resource.c	275	rintres	eq	faults	eq(name, "faults")
A	src/frontend/resource.c	293	rintres	eq	task	eq(name, "task")
A	src/frontend/resource.c	322	rintres	eq	devtimes	eq(name, "devtimes")
A	src/frontend/resource.c	340	rintres	eq	circuit	eq(name, "circuit")
A	src/frontend/resource.c	340	rintres	eq	task	eq(name, "task")
A	src/frontend/resource.c	349	rintres	eq	task	eq(name, "task")
A	src/frontend/resource.c	378	rintres	eq	devices	eq(name, "devices")
A	src/frontend/runcoms.c	222	dosim	eq	run	eq(what, "run")
A	src/frontend/runcoms.c	232	dosim	eq	binary	eq(buf, "binary")
A	src/frontend/runcoms.c	235	dosim	eq	ascii	eq(buf, "ascii")
A	src/frontend/runcoms.c	262	dosim	eq	resume	eq(what, "resume")
A	src/frontend/runcoms.c	322	dosim	eq	sens2	eq(what, "sens2")
A	src/frontend/runcoms2.c	104	om_resume	eq	binary	eq(buf, "binary")
A	src/frontend/runcoms2.c	106	om_resume	eq	ascii	eq(buf, "ascii")
A	src/frontend/shyu.c	113	f_sens_run	strcmp	ac	strcmp(token, "ac")
A	src/frontend/shyu.c	149	f_sens_run	strcmp	op	strcmp(token, "op")
A	src/frontend/shyu.c	165	f_sens_run	strcmp	dc	strcmp(token, "dc")
A	src/frontend/shyu.c	224	f_sens_run	strcmp	tran	strcmp(token, "tran")
A	src/frontend/shyu.c	266	f_sens_run	strcmp	uic	strcmp(name, "uic")
A	src/frontend/shyu.c	280	f_sens_run	strcmp	pss	strcmp(token, "pss")
A	src/frontend/shyu.c	319	f_sens_run	strcmp	sp	strcmp(token, "sp")
A	src/frontend/shyu.c	358	f_sens_run	strcmp	hb	strcmp(token, "hb")
A	src/frontend/sndprint.c	214	snd_format	strcmp	wav	strcmp(fmt, "wav")
A	src/frontend/sndprint.c	215	snd_format	strcmp	wav16	strcmp(fmt, "wav16")
A	src/frontend/sndprint.c	216	snd_format	strcmp	wav24	strcmp(fmt, "wav24")
A	src/frontend/sndprint.c	217	snd_format	strcmp	wav32	strcmp(fmt, "wav32")
A	src/frontend/sndprint.c	218	snd_format	strcmp	aiff	strcmp(fmt, "aiff")
A	src/frontend/sndprint.c	219	snd_format	strcmp	aliki	strcmp(fmt, "aliki")
A	src/frontend/spec.c	93	om_spec	eq	none	eq(window, "none")
A	src/frontend/spec.c	96	om_spec	eq	rectangular	eq(window, "rectangular")
A	src/frontend/spec.c	104	om_spec	eq	hanning	eq(window, "hanning")
A	src/frontend/spec.c	104	om_spec	eq	cosine	eq(window, "cosine")
A	src/frontend/spec.c	112	om_spec	eq	hamming	eq(window, "hamming")
A	src/frontend/spec.c	120	om_spec	eq	triangle	eq(window, "triangle")
A	src/frontend/spec.c	120	om_spec	eq	bartlet	eq(window, "bartlet")
A	src/frontend/spec.c	128	om_spec	eq	blackman	eq(window, "blackman")
A	src/frontend/spec.c	138	om_spec	eq	gaussian	eq(window, "gaussian")
A	src/frontend/spiceif.c	233	f_run	eq	tran	eq(what, "tran")
A	src/frontend/spiceif.c	234	f_run	eq	ac	eq(what, "ac")
A	src/frontend/spiceif.c	235	f_run	eq	dc	eq(what, "dc")
A	src/frontend/spiceif.c	236	f_run	eq	op	eq(what, "op")
A	src/frontend/spiceif.c	237	f_run	eq	pz	eq(what, "pz")
A	src/frontend/spiceif.c	238	f_run	eq	disto	eq(what, "disto")
A	src/frontend/spiceif.c	239	f_run	eq	adjsen	eq(what, "adjsen")
A	src/frontend/spiceif.c	240	f_run	eq	sens	eq(what, "sens")
A	src/frontend/spiceif.c	241	f_run	eq	tf	eq(what, "tf")
A	src/frontend/spiceif.c	242	f_run	eq	noise	eq(what, "noise")
A	src/frontend/spiceif.c	245	f_run	eq	pss	eq(what, "pss")
A	src/frontend/spiceif.c	248	f_run	eq	sp	eq(what, "sp")
A	src/frontend/spiceif.c	250	f_run	eq	hb	eq(what, "hb")
A	src/frontend/spiceif.c	347	f_run	eq	run	eq(what, "run")
A	src/frontend/spiceif.c	361	f_run	eq	tran	eq(what, "tran")
A	src/frontend/spiceif.c	362	f_run	eq	ac	eq(what, "ac")
A	src/frontend/spiceif.c	363	f_run	eq	dc	eq(what, "dc")
A	src/frontend/spiceif.c	364	f_run	eq	op	eq(what, "op")
A	src/frontend/spiceif.c	365	f_run	eq	pz	eq(what, "pz")
A	src/frontend/spiceif.c	366	f_run	eq	disto	eq(what, "disto")
A	src/frontend/spiceif.c	367	f_run	eq	noise	eq(what, "noise")
A	src/frontend/spiceif.c	368	f_run	eq	adjsen	eq(what, "adjsen")
A	src/frontend/spiceif.c	369	f_run	eq	sens	eq(what, "sens")
A	src/frontend/spiceif.c	370	f_run	eq	tf	eq(what, "tf")
A	src/frontend/spiceif.c	373	f_run	eq	pss	eq(what, "pss")
A	src/frontend/spiceif.c	377	f_run	eq	sp	eq(what, "sp")
A	src/frontend/spiceif.c	379	f_run	eq	hb	eq(what, "hb")
A	src/frontend/spiceif.c	382	f_run	eq	run	eq(what, "run")
A	src/frontend/spiceif.c	395	f_run	eq	resume	eq(what, "resume")
A	src/frontend/spiceif.c	443	f_option	eq	acct	eq(name, "acct")
A	src/frontend/spiceif.c	446	f_option	eq	noacct	eq(name, "noacct")
A	src/frontend/spiceif.c	449	f_option	eq	noinit	eq(name, "noinit")
A	src/frontend/spiceif.c	452	f_option	eq	norefvalue	eq(name, "norefvalue")
A	src/frontend/spiceif.c	455	f_option	eq	list	eq(name, "list")
A	src/frontend/spiceif.c	458	f_option	eq	node	eq(name, "node")
A	src/frontend/spiceif.c	461	f_option	eq	opts	eq(name, "opts")
A	src/frontend/spiceif.c	464	f_option	eq	nopage	eq(name, "nopage")
A	src/frontend/spiceif.c	467	f_option	eq	nomod	eq(name, "nomod")
A	src/frontend/spiceif.c	685	pif_getparam_special	eq	all	eq(param, "all")
A	src/frontend/spiceif.c	789	pif_getparam	eq	all	eq(param, "all")
A	src/frontend/spiceif.c	1424	com_snload	strstr	script	strstr(ft_curckt->ci_name, "script")
A	src/frontend/subckt.c	377	np_subcktexpand	strstr	param	strstr(c->line, "param")
A	src/frontend/subckt.c	636	oit	strstr	 wmin=	strstr(curr_line, " wmin=")
A	src/frontend/subckt.c	652	oit	strstr	 wmax=	strstr(curr_line, " wmax=")
A	src/frontend/subckt.c	669	oit	strstr	 lmin=	strstr(curr_line, " lmin=")
A	src/frontend/subckt.c	685	oit	strstr	 lmax=	strstr(curr_line, " lmax=")
A	src/frontend/subckt.c	1304	ranslate	eq	vnam	eq(name, "vnam")
A	src/frontend/subckt.c	1387	ranslate	strcmp	poly	strcmp(next_name, "poly")
A	src/frontend/subckt.c	2174	evmodtranslate	strstr	len	strstr(next_name, "len")
A	src/frontend/typesdef.c	317	t_typnum	eq	none	eq(name, "none")
A	src/frontend/udevices.c	417	add_pin_name	strncmp	$d_	strncmp(name, "$d_", 3)
A	src/frontend/udevices.c	484	add_all_port_names	strstr	optional:	strstr(copy_line, "optional:")
A	src/frontend/udevices.c	488	add_all_port_names	strstr	params:	strstr(copy_line, "params:")
A	src/frontend/udevices.c	492	add_all_port_names	strstr	text:	strstr(copy_line, "text:")
A	src/frontend/udevices.c	545	find_xspice_for_delay	eq	and	eq(itype, "and")
A	src/frontend/udevices.c	546	find_xspice_for_delay	eq	anda	eq(itype, "anda")
A	src/frontend/udevices.c	547	find_xspice_for_delay	eq	and3	eq(itype, "and3")
A	src/frontend/udevices.c	548	find_xspice_for_delay	eq	and3a	eq(itype, "and3a")
A	src/frontend/udevices.c	550	find_xspice_for_delay	eq	ao	eq(itype, "ao")
A	src/frontend/udevices.c	551	find_xspice_for_delay	eq	aoi	eq(itype, "aoi")
A	src/frontend/udevices.c	556	find_xspice_for_delay	eq	buf3a	eq(itype, "buf3a")
A	src/frontend/udevices.c	557	find_xspice_for_delay	eq	buf	eq(itype, "buf")
A	src/frontend/udevices.c	558	find_xspice_for_delay	eq	bufa	eq(itype, "bufa")
A	src/frontend/udevices.c	559	find_xspice_for_delay	eq	buf3	eq(itype, "buf3")
A	src/frontend/udevices.c	563	find_xspice_for_delay	eq	dff	eq(itype, "dff")
A	src/frontend/udevices.c	564	find_xspice_for_delay	eq	dltch	eq(itype, "dltch")
A	src/frontend/udevices.c	565	find_xspice_for_delay	eq	dlyline	eq(itype, "dlyline")
A	src/frontend/udevices.c	570	find_xspice_for_delay	eq	inv	eq(itype, "inv")
A	src/frontend/udevices.c	571	find_xspice_for_delay	eq	inv3a	eq(itype, "inv3a")
A	src/frontend/udevices.c	572	find_xspice_for_delay	eq	inva	eq(itype, "inva")
A	src/frontend/udevices.c	573	find_xspice_for_delay	eq	inv3	eq(itype, "inv3")
A	src/frontend/udevices.c	577	find_xspice_for_delay	eq	jkff	eq(itype, "jkff")
A	src/frontend/udevices.c	582	find_xspice_for_delay	eq	nand	eq(itype, "nand")
A	src/frontend/udevices.c	583	find_xspice_for_delay	eq	nanda	eq(itype, "nanda")
A	src/frontend/udevices.c	584	find_xspice_for_delay	eq	nand3	eq(itype, "nand3")
A	src/frontend/udevices.c	585	find_xspice_for_delay	eq	nand3a	eq(itype, "nand3a")
A	src/frontend/udevices.c	588	find_xspice_for_delay	eq	nor	eq(itype, "nor")
A	src/frontend/udevices.c	589	find_xspice_for_delay	eq	nora	eq(itype, "nora")
A	src/frontend/udevices.c	590	find_xspice_for_delay	eq	nor3	eq(itype, "nor3")
A	src/frontend/udevices.c	591	find_xspice_for_delay	eq	nor3a	eq(itype, "nor3a")
A	src/frontend/udevices.c	594	find_xspice_for_delay	eq	nxor	eq(itype, "nxor")
A	src/frontend/udevices.c	595	find_xspice_for_delay	eq	nxora	eq(itype, "nxora")
A	src/frontend/udevices.c	596	find_xspice_for_delay	eq	nxor3	eq(itype, "nxor3")
A	src/frontend/udevices.c	597	find_xspice_for_delay	eq	nxor3a	eq(itype, "nxor3a")
A	src/frontend/udevices.c	602	find_xspice_for_delay	eq	or	eq(itype, "or")
A	src/frontend/udevices.c	603	find_xspice_for_delay	eq	ora	eq(itype, "ora")
A	src/frontend/udevices.c	604	find_xspice_for_delay	eq	or3	eq(itype, "or3")
A	src/frontend/udevices.c	605	find_xspice_for_delay	eq	or3a	eq(itype, "or3a")
A	src/frontend/udevices.c	607	find_xspice_for_delay	eq	oa	eq(itype, "oa")
A	src/frontend/udevices.c	608	find_xspice_for_delay	eq	oai	eq(itype, "oai")
A	src/frontend/udevices.c	612	find_xspice_for_delay	eq	pulldn	eq(itype, "pulldn")
A	src/frontend/udevices.c	613	find_xspice_for_delay	eq	pullup	eq(itype, "pullup")
A	src/frontend/udevices.c	617	find_xspice_for_delay	eq	srff	eq(itype, "srff")
A	src/frontend/udevices.c	622	find_xspice_for_delay	eq	xor	eq(itype, "xor")
A	src/frontend/udevices.c	623	find_xspice_for_delay	eq	xora	eq(itype, "xora")
A	src/frontend/udevices.c	624	find_xspice_for_delay	eq	xor3	eq(itype, "xor3")
A	src/frontend/udevices.c	625	find_xspice_for_delay	eq	xor3a	eq(itype, "xor3a")
A	src/frontend/udevices.c	858	replacement_udevice_cards	strstr	optional:	strstr(tmp, "optional:")
A	src/frontend/udevices.c	859	replacement_udevice_cards	strstr	params:	strstr(tmp, "params:")
A	src/frontend/udevices.c	897	replacement_udevice_cards	strstr	.subckt	strstr(current_subckt, ".subckt")
A	src/frontend/udevices.c	1020	initialize_udevice	strncmp	.subckt	strncmp(subckt_line, ".subckt", 7)
A	src/frontend/udevices.c	1259	is_tristate_buf_array	eq	buf3a	eq(itype, "buf3a")
A	src/frontend/udevices.c	1260	is_tristate_buf_array	eq	inv3a	eq(itype, "inv3a")
A	src/frontend/udevices.c	1267	is_tristate_xor_array	eq	xor3a	eq(itype, "xor3a")
A	src/frontend/udevices.c	1268	is_tristate_xor_array	eq	nxor3a	eq(itype, "nxor3a")
A	src/frontend/udevices.c	1274	is_tristate_vector_array	eq	and3a	eq(itype, "and3a")
A	src/frontend/udevices.c	1275	is_tristate_vector_array	eq	nand3a	eq(itype, "nand3a")
A	src/frontend/udevices.c	1276	is_tristate_vector_array	eq	or3a	eq(itype, "or3a")
A	src/frontend/udevices.c	1277	is_tristate_vector_array	eq	nor3a	eq(itype, "nor3a")
A	src/frontend/udevices.c	1291	is_buf_tristate	eq	buf3	eq(itype, "buf3")
A	src/frontend/udevices.c	1292	is_buf_tristate	eq	inv3	eq(itype, "inv3")
A	src/frontend/udevices.c	1299	is_xor_tristate	eq	xor3	eq(itype, "xor3")
A	src/frontend/udevices.c	1300	is_xor_tristate	eq	nxor3	eq(itype, "nxor3")
A	src/frontend/udevices.c	1306	is_vector_tristate	eq	and3	eq(itype, "and3")
A	src/frontend/udevices.c	1307	is_vector_tristate	eq	nand3	eq(itype, "nand3")
A	src/frontend/udevices.c	1308	is_vector_tristate	eq	or3	eq(itype, "or3")
A	src/frontend/udevices.c	1309	is_vector_tristate	eq	nor3	eq(itype, "nor3")
A	src/frontend/udevices.c	1323	is_vector_gate_array	eq	anda	eq(itype, "anda")
A	src/frontend/udevices.c	1324	is_vector_gate_array	eq	nanda	eq(itype, "nanda")
A	src/frontend/udevices.c	1325	is_vector_gate_array	eq	ora	eq(itype, "ora")
A	src/frontend/udevices.c	1326	is_vector_gate_array	eq	nora	eq(itype, "nora")
A	src/frontend/udevices.c	1332	is_buf_gate_array	eq	bufa	eq(itype, "bufa")
A	src/frontend/udevices.c	1333	is_buf_gate_array	eq	inva	eq(itype, "inva")
A	src/frontend/udevices.c	1340	is_xor_gate_array	eq	xora	eq(itype, "xora")
A	src/frontend/udevices.c	1341	is_xor_gate_array	eq	nxora	eq(itype, "nxora")
A	src/frontend/udevices.c	1355	is_vector_gate	eq	nand	eq(itype, "nand")
A	src/frontend/udevices.c	1356	is_vector_gate	eq	and	eq(itype, "and")
A	src/frontend/udevices.c	1357	is_vector_gate	eq	nor	eq(itype, "nor")
A	src/frontend/udevices.c	1358	is_vector_gate	eq	or	eq(itype, "or")
A	src/frontend/udevices.c	1364	is_buf_gate	eq	inv	eq(itype, "inv")
A	src/frontend/udevices.c	1365	is_buf_gate	eq	buf	eq(itype, "buf")
A	src/frontend/udevices.c	1372	is_xor_gate	eq	xor	eq(itype, "xor")
A	src/frontend/udevices.c	1373	is_xor_gate	eq	nxor	eq(itype, "nxor")
A	src/frontend/udevices.c	1387	is_compound_gate	eq	aoi	eq(itype, "aoi")
A	src/frontend/udevices.c	1388	is_compound_gate	eq	ao	eq(itype, "ao")
A	src/frontend/udevices.c	1389	is_compound_gate	eq	oa	eq(itype, "oa")
A	src/frontend/udevices.c	1390	is_compound_gate	eq	oai	eq(itype, "oai")
A	src/frontend/udevices.c	1398	has_vector_inputs	strncmp	and	strncmp(itype, "and", 3)
A	src/frontend/udevices.c	1402	has_vector_inputs	strncmp	nand	strncmp(itype, "nand", 4)
A	src/frontend/udevices.c	1403	has_vector_inputs	strncmp	nor	strncmp(itype, "nor", 3)
A	src/frontend/udevices.c	1404	has_vector_inputs	strncmp	nxor	strncmp(itype, "nxor", 4)
A	src/frontend/udevices.c	1408	has_vector_inputs	strncmp	or	strncmp(itype, "or", 2)
A	src/frontend/udevices.c	1412	has_vector_inputs	strncmp	xor	strncmp(itype, "xor", 3)
A	src/frontend/udevices.c	1844	gen_timing_model	eq	ugff	eq(utype, "ugff")
A	src/frontend/udevices.c	1897	gen_dff_instance	eq	$d_hi	eq(preb, "$d_hi")
A	src/frontend/udevices.c	1897	gen_dff_instance	eq	$d_nc	eq(preb, "$d_nc")
A	src/frontend/udevices.c	1907	gen_dff_instance	eq	$d_hi	eq(clrb, "$d_hi")
A	src/frontend/udevices.c	1907	gen_dff_instance	eq	$d_nc	eq(clrb, "$d_nc")
A	src/frontend/udevices.c	1926	gen_dff_instance	eq	$d_nc	eq(qout, "$d_nc")
A	src/frontend/udevices.c	1932	gen_dff_instance	eq	$d_nc	eq(qbout, "$d_nc")
A	src/frontend/udevices.c	2010	gen_jkff_instance	eq	$d_hi	eq(preb, "$d_hi")
A	src/frontend/udevices.c	2010	gen_jkff_instance	eq	$d_nc	eq(preb, "$d_nc")
A	src/frontend/udevices.c	2020	gen_jkff_instance	eq	$d_hi	eq(clrb, "$d_hi")
A	src/frontend/udevices.c	2020	gen_jkff_instance	eq	$d_nc	eq(clrb, "$d_nc")
A	src/frontend/udevices.c	2044	gen_jkff_instance	eq	$d_nc	eq(qout, "$d_nc")
A	src/frontend/udevices.c	2050	gen_jkff_instance	eq	$d_nc	eq(qbout, "$d_nc")
A	src/frontend/udevices.c	2124	gen_dltch_instance	eq	$d_hi	eq(preb, "$d_hi")
A	src/frontend/udevices.c	2124	gen_dltch_instance	eq	$d_nc	eq(preb, "$d_nc")
A	src/frontend/udevices.c	2134	gen_dltch_instance	eq	$d_hi	eq(clrb, "$d_hi")
A	src/frontend/udevices.c	2134	gen_dltch_instance	eq	$d_nc	eq(clrb, "$d_nc")
A	src/frontend/udevices.c	2152	gen_dltch_instance	eq	$d_nc	eq(qout, "$d_nc")
